id,value
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_4,1.3.7.1.4
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_5,1.3.7.1.5
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_6,1.3.7.1.6
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_7,1.3.7.1.7
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_8,1.3.7.1.8
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_9,1.3.7.1.9
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_10,1.3.7.1.10
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_11,1.3.7.1.11
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_12,1.3.7.1.12
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_13,1.3.7.1.13
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_14,1.3.7.1.14
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_15,1.3.7.1.15
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_16,1.3.7.1.16
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_17,1.3.7.1.17
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_18,1.3.7.1.18
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_19,1.3.7.1.19
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_20,1.3.7.1.20
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_21,1.3.7.1.21
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_22,1.3.7.1.22
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_23,1.3.7.1.23
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_24,1.3.7.1.24
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_25,1.3.7.1.25
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_26,1.3.7.1.26
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_27,1.3.7.1.27
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_28,1.3.7.1.28
Nepal.PN3.Lalitpur.Lalitpur MCP.Ward_29,1.3.7.1.29
Nepal.PN3.Lalitpur.Godawari MCP,1.3.7.2
Nepal.PN3.Lalitpur.Godawari MCP.Ward_1,1.3.7.2.1
Nepal.PN3.Lalitpur.Godawari MCP.Ward_2,1.3.7.2.2
Nepal.PN3.Lalitpur.Godawari MCP.Ward_3,1.3.7.2.3
Nepal.PN3.Lalitpur.Godawari MCP.Ward_4,1.3.7.2.4
Nepal.PN3.Lalitpur.Godawari MCP.Ward_5,1.3.7.2.5
Nepal.PN3.Lalitpur.Godawari MCP.Ward_6,1.3.7.2.6
Nepal.PN3.Lalitpur.Godawari MCP.Ward_7,1.3.7.2.7
Nepal.PN3.Lalitpur.Godawari MCP.Ward_8,1.3.7.2.8
Nepal.PN3.Lalitpur.Godawari MCP.Ward_9,1.3.7.2.9
Nepal.PN3.Lalitpur.Godawari MCP.Ward_10,1.3.7.2.10
Nepal.PN3.Lalitpur.Godawari MCP.Ward_11,1.3.7.2.11
Nepal.PN3.Lalitpur.Godawari MCP.Ward_12,1.3.7.2.12
Nepal.PN3.Lalitpur.Godawari MCP.Ward_13,1.3.7.2.13
Nepal.PN3.Lalitpur.Godawari MCP.Ward_14,1.3.7.2.14
Nepal.PN3.Lalitpur.MahaLaxmi MCP,1.3.7.3
Nepal.PN3.Lalitpur.MahaLaxmi MCP.Ward_1,1.3.7.3.1
Nepal.PN3.Lalitpur.MahaLaxmi MCP.Ward_2,1.3.7.3.2
Nepal.PN3.Lalitpur.MahaLaxmi MCP.Ward_3,1.3.7.3.3
Nepal.PN3.Lalitpur.MahaLaxmi MCP.Ward_4,1.3.7.3.4
Nepal.PN3.Lalitpur.MahaLaxmi MCP.Ward_5,1.3.7.3.5
Nepal.PN3.Lalitpur.MahaLaxmi MCP.Ward_6,1.3.7.3.6
Nepal.PN3.Lalitpur.MahaLaxmi MCP.Ward_7,1.3.7.3.7
Nepal.PN3.Lalitpur.MahaLaxmi MCP.Ward_8,1.3.7.3.8
Nepal.PN3.Lalitpur.MahaLaxmi MCP.Ward_9,1.3.7.3.9
Nepal.PN3.Lalitpur.MahaLaxmi MCP.Ward_10,1.3.7.3.10
Nepal.PN3.Lalitpur.Konjyosom RM,1.3.7.4
Nepal.PN3.Lalitpur.Konjyosom RM.Ward_1,1.3.7.4.1
Nepal.PN3.Lalitpur.Konjyosom RM.Ward_2,1.3.7.4.2
Nepal.PN3.Lalitpur.Konjyosom RM.Ward_3,1.3.7.4.3
Nepal.PN3.Lalitpur.Konjyosom RM.Ward_4,1.3.7.4.4
Nepal.PN3.Lalitpur.Konjyosom RM.Ward_5,1.3.7.4.5
Nepal.PN3.Lalitpur.Bagmati RM,1.3.7.5
Nepal.PN3.Lalitpur.Bagmati RM.Ward_1,1.3.7.5.1
Nepal.PN3.Lalitpur.Bagmati RM.Ward_2,1.3.7.5.2
Nepal.PN3.Lalitpur.Bagmati RM.Ward_3,1.3.7.5.3
Nepal.PN3.Lalitpur.Bagmati RM.Ward_4,1.3.7.5.4
Nepal.PN3.Lalitpur.Bagmati RM.Ward_5,1.3.7.5.5
Nepal.PN3.Lalitpur.Bagmati RM.Ward_6,1.3.7.5.6
Nepal.PN3.Lalitpur.Bagmati RM.Ward_7,1.3.7.5.7
Nepal.PN3.Lalitpur.Mahankal RM,1.3.7.6
Nepal.PN3.Lalitpur.Mahankal RM.Ward_1,1.3.7.6.1
Nepal.PN3.Lalitpur.Mahankal RM.Ward_2,1.3.7.6.2
Nepal.PN3.Lalitpur.Mahankal RM.Ward_3,1.3.7.6.3
Nepal.PN3.Lalitpur.Mahankal RM.Ward_4,1.3.7.6.4
Nepal.PN3.Lalitpur.Mahankal RM.Ward_5,1.3.7.6.5
Nepal.PN3.Lalitpur.Mahankal RM.Ward_6,1.3.7.6.6
Nepal.PN3.Makwanpur,1.3.8
Nepal.PN3.Makwanpur.Hetaunda S-MCP,1.3.8.1
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_1,1.3.8.1.1
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_2,1.3.8.1.2
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_3,1.3.8.1.3
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_4,1.3.8.1.4
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_5,1.3.8.1.5
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_6,1.3.8.1.6
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_7,1.3.8.1.7
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_8,1.3.8.1.8
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_9,1.3.8.1.9
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_10,1.3.8.1.10
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_11,1.3.8.1.11
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_12,1.3.8.1.12
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_13,1.3.8.1.13
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_14,1.3.8.1.14
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_15,1.3.8.1.15
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_16,1.3.8.1.16
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_17,1.3.8.1.17
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_18,1.3.8.1.18
Nepal.PN3.Makwanpur.Hetaunda S-MCP.Ward_19,1.3.8.1.19
Nepal.PN3.Makwanpur.Thaha MCP,1.3.8.2
Nepal.PN3.Makwanpur.Thaha MCP.Ward_1,1.3.8.2.1
Nepal.PN3.Makwanpur.Thaha MCP.Ward_2,1.3.8.2.2
Nepal.PN3.Makwanpur.Thaha MCP.Ward_3,1.3.8.2.3
Nepal.PN3.Makwanpur.Thaha MCP.Ward_4,1.3.8.2.4
Nepal.PN3.Makwanpur.Thaha MCP.Ward_5,1.3.8.2.5
Nepal.PN3.Makwanpur.Thaha MCP.Ward_6,1.3.8.2.6
Nepal.PN3.Makwanpur.Thaha MCP.Ward_7,1.3.8.2.7
Nepal.PN3.Makwanpur.Thaha MCP.Ward_8,1.3.8.2.8
Nepal.PN3.Makwanpur.Thaha MCP.Ward_9,1.3.8.2.9
Nepal.PN3.Makwanpur.Thaha MCP.Ward_10,1.3.8.2.10
Nepal.PN3.Makwanpur.Thaha MCP.Ward_11,1.3.8.2.11
Nepal.PN3.Makwanpur.Thaha MCP.Ward_12,1.3.8.2.12
Nepal.PN3.Makwanpur.Indra Sarobar RM,1.3.8.3
Nepal.PN3.Makwanpur.Indra Sarobar RM.Ward_1,1.3.8.3.1
Nepal.PN3.Makwanpur.Indra Sarobar RM.Ward_2,1.3.8.3.2
Nepal.PN3.Makwanpur.Indra Sarobar RM.Ward_3,1.3.8.3.3
Nepal.PN3.Makwanpur.Indra Sarobar RM.Ward_4,1.3.8.3.4
Nepal.PN3.Makwanpur.Indra Sarobar RM.Ward_5,1.3.8.3.5
Nepal.PN3.Makwanpur.Kailash RM,1.3.8.4
Nepal.PN3.Makwanpur.Kailash RM.Ward_1,1.3.8.4.1
Nepal.PN3.Makwanpur.Kailash RM.Ward_2,1.3.8.4.2
Nepal.PN3.Makwanpur.Kailash RM.Ward_3,1.3.8.4.3
Nepal.PN3.Makwanpur.Kailash RM.Ward_4,1.3.8.4.4
Nepal.PN3.Makwanpur.Kailash RM.Ward_5,1.3.8.4.5
Nepal.PN3.Makwanpur.Kailash RM.Ward_6,1.3.8.4.6
Nepal.PN3.Makwanpur.Kailash RM.Ward_7,1.3.8.4.7
Nepal.PN3.Makwanpur.Kailash RM.Ward_8,1.3.8.4.8
Nepal.PN3.Makwanpur.Kailash RM.Ward_9,1.3.8.4.9
Nepal.PN3.Makwanpur.Kailash RM.Ward_10,1.3.8.4.10
Nepal.PN3.Makwanpur.Bakaiya RM,1.3.8.5
Nepal.PN3.Makwanpur.Bakaiya RM.Ward_1,1.3.8.5.1
Nepal.PN3.Makwanpur.Bakaiya RM.Ward_2,1.3.8.5.2
Nepal.PN3.Makwanpur.Bakaiya RM.Ward_3,1.3.8.5.3
Nepal.PN3.Makwanpur.Bakaiya RM.Ward_4,1.3.8.5.4
Nepal.PN3.Makwanpur.Bakaiya RM.Ward_5,1.3.8.5.5
Nepal.PN3.Makwanpur.Bakaiya RM.Ward_6,1.3.8.5.6
Nepal.PN3.Makwanpur.Bakaiya RM.Ward_7,1.3.8.5.7
Nepal.PN3.Makwanpur.Bakaiya RM.Ward_8,1.3.8.5.8
Nepal.PN3.Makwanpur.Bakaiya RM.Ward_9,1.3.8.5.9
Nepal.PN3.Makwanpur.Bakaiya RM.Ward_10,1.3.8.5.10
Nepal.PN3.Makwanpur.Bakaiya RM.Ward_11,1.3.8.5.11
Nepal.PN3.Makwanpur.Bakaiya RM.Ward_12,1.3.8.5.12
Nepal.PN3.Makwanpur.Bagmati RM,1.3.8.6
Nepal.PN3.Makwanpur.Bagmati RM.Ward_1,1.3.8.6.1
Nepal.PN3.Makwanpur.Bagmati RM.Ward_2,1.3.8.6.2
Nepal.PN3.Makwanpur.Bagmati RM.Ward_3,1.3.8.6.3
Nepal.PN3.Makwanpur.Bagmati RM.Ward_4,1.3.8.6.4
Nepal.PN3.Makwanpur.Bagmati RM.Ward_5,1.3.8.6.5
Nepal.PN3.Makwanpur.Bagmati RM.Ward_6,1.3.8.6.6
Nepal.PN3.Makwanpur.Bagmati RM.Ward_7,1.3.8.6.7
Nepal.PN3.Makwanpur.Bagmati RM.Ward_8,1.3.8.6.8
Nepal.PN3.Makwanpur.Bagmati RM.Ward_9,1.3.8.6.9
Nepal.PN3.Makwanpur.Bhimphedi RM,1.3.8.7
Nepal.PN3.Makwanpur.Bhimphedi RM.Ward_1,1.3.8.7.1
Nepal.PN3.Makwanpur.Bhimphedi RM.Ward_2,1.3.8.7.2
Nepal.PN3.Makwanpur.Bhimphedi RM.Ward_3,1.3.8.7.3
Nepal.PN3.Makwanpur.Bhimphedi RM.Ward_4,1.3.8.7.4
Nepal.PN3.Makwanpur.Bhimphedi RM.Ward_5,1.3.8.7.5
Nepal.PN3.Makwanpur.Bhimphedi RM.Ward_6,1.3.8.7.6
Nepal.PN3.Makwanpur.Bhimphedi RM.Ward_7,1.3.8.7.7
Nepal.PN3.Makwanpur.Bhimphedi RM.Ward_8,1.3.8.7.8
Nepal.PN3.Makwanpur.Bhimphedi RM.Ward_9,1.3.8.7.9
Nepal.PN3.Makwanpur.Makawanpur Gadhi RM,1.3.8.8
Nepal.PN3.Makwanpur.Makawanpur Gadhi RM.Ward_1,1.3.8.8.1
Nepal.PN3.Makwanpur.Makawanpur Gadhi RM.Ward_2,1.3.8.8.2
Nepal.PN3.Makwanpur.Makawanpur Gadhi RM.Ward_3,1.3.8.8.3
Nepal.PN3.Makwanpur.Makawanpur Gadhi RM.Ward_4,1.3.8.8.4
Nepal.PN3.Makwanpur.Makawanpur Gadhi RM.Ward_5,1.3.8.8.5
Nepal.PN3.Makwanpur.Makawanpur Gadhi RM.Ward_6,1.3.8.8.6
Nepal.PN3.Makwanpur.Makawanpur Gadhi RM.Ward_7,1.3.8.8.7
Nepal.PN3.Makwanpur.Makawanpur Gadhi RM.Ward_8,1.3.8.8.8
Nepal.PN3.Makwanpur.Manahari RM,1.3.8.9
Nepal.PN3.Makwanpur.Manahari RM.Ward_1,1.3.8.9.1
Nepal.PN3.Makwanpur.Manahari RM.Ward_2,1.3.8.9.2
Nepal.PN3.Makwanpur.Manahari RM.Ward_3,1.3.8.9.3
Nepal.PN3.Makwanpur.Manahari RM.Ward_4,1.3.8.9.4
Nepal.PN3.Makwanpur.Manahari RM.Ward_5,1.3.8.9.5
Nepal.PN3.Makwanpur.Manahari RM.Ward_6,1.3.8.9.6
Nepal.PN3.Makwanpur.Manahari RM.Ward_7,1.3.8.9.7
Nepal.PN3.Makwanpur.Manahari RM.Ward_8,1.3.8.9.8
Nepal.PN3.Makwanpur.Manahari RM.Ward_9,1.3.8.9.9
Nepal.PN3.Makwanpur.Raksirang RM,1.3.8.10
Nepal.PN3.Makwanpur.Raksirang RM.Ward_1,1.3.8.10.1
Nepal.PN3.Makwanpur.Raksirang RM.Ward_2,1.3.8.10.2
Nepal.PN3.Makwanpur.Raksirang RM.Ward_3,1.3.8.10.3
Nepal.PN3.Makwanpur.Raksirang RM.Ward_4,1.3.8.10.4
Nepal.PN3.Makwanpur.Raksirang RM.Ward_5,1.3.8.10.5
Nepal.PN3.Makwanpur.Raksirang RM.Ward_6,1.3.8.10.6
Nepal.PN3.Makwanpur.Raksirang RM.Ward_7,1.3.8.10.7
Nepal.PN3.Makwanpur.Raksirang RM.Ward_8,1.3.8.10.8
Nepal.PN3.Makwanpur.Raksirang RM.Ward_9,1.3.8.10.9
Nepal.PN3.Nukuwot,1.3.9
Nepal.PN3.Nukuwot.Bidur MCP,1.3.9.1
Nepal.PN3.Nukuwot.Bidur MCP.Ward_1,1.3.9.1.1
Nepal.PN3.Nukuwot.Bidur MCP.Ward_2,1.3.9.1.2
Nepal.PN3.Nukuwot.Bidur MCP.Ward_3,1.3.9.1.3
Nepal.PN3.Nukuwot.Bidur MCP.Ward_4,1.3.9.1.4
Nepal.PN3.Nukuwot.Bidur MCP.Ward_5,1.3.9.1.5
Nepal.PN3.Nukuwot.Bidur MCP.Ward_6,1.3.9.1.6
Nepal.PN3.Nukuwot.Bidur MCP.Ward_7,1.3.9.1.7
Nepal.PN3.Nukuwot.Bidur MCP.Ward_8,1.3.9.1.8
Nepal.PN3.Nukuwot.Bidur MCP.Ward_9,1.3.9.1.9
Nepal.PN3.Nukuwot.Bidur MCP.Ward_10,1.3.9.1.10
Nepal.PN3.Nukuwot.Bidur MCP.Ward_11,1.3.9.1.11
Nepal.PN3.Nukuwot.Bidur MCP.Ward_12,1.3.9.1.12
Nepal.PN3.Nukuwot.Bidur MCP.Ward_13,1.3.9.1.13
Nepal.PN3.Nukuwot.Belkot Gadhi MCP,1.3.9.2
Nepal.PN3.Nukuwot.Belkot Gadhi MCP.Ward_1,1.3.9.2.1
Nepal.PN3.Nukuwot.Belkot Gadhi MCP.Ward_2,1.3.9.2.2
Nepal.PN3.Nukuwot.Belkot Gadhi MCP.Ward_3,1.3.9.2.3
Nepal.PN3.Nukuwot.Belkot Gadhi MCP.Ward_4,1.3.9.2.4
Nepal.PN3.Nukuwot.Belkot Gadhi MCP.Ward_5,1.3.9.2.5
Nepal.PN3.Nukuwot.Belkot Gadhi MCP.Ward_6,1.3.9.2.6
Nepal.PN3.Nukuwot.Belkot Gadhi MCP.Ward_7,1.3.9.2.7
Nepal.PN3.Nukuwot.Belkot Gadhi MCP.Ward_8,1.3.9.2.8
Nepal.PN3.Nukuwot.Belkot Gadhi MCP.Ward_9,1.3.9.2.9
Nepal.PN3.Nukuwot.Belkot Gadhi MCP.Ward_10,1.3.9.2.10
Nepal.PN3.Nukuwot.Belkot Gadhi MCP.Ward_11,1.3.9.2.11
Nepal.PN3.Nukuwot.Belkot Gadhi MCP.Ward_12,1.3.9.2.12
Nepal.PN3.Nukuwot.Belkot Gadhi MCP.Ward_13,1.3.9.2.13
Nepal.PN3.Nukuwot.Kakani RM,1.3.9.3
Nepal.PN3.Nukuwot.Kakani RM.Ward_1,1.3.9.3.1
Nepal.PN3.Nukuwot.Kakani RM.Ward_2,1.3.9.3.2
Nepal.PN3.Nukuwot.Kakani RM.Ward_3,1.3.9.3.3
Nepal.PN3.Nukuwot.Kakani RM.Ward_4,1.3.9.3.4
Nepal.PN3.Nukuwot.Kakani RM.Ward_5,1.3.9.3.5
Nepal.PN3.Nukuwot.Kakani RM.Ward_6,1.3.9.3.6
Nepal.PN3.Nukuwot.Kakani RM.Ward_7,1.3.9.3.7
Nepal.PN3.Nukuwot.Kakani RM.Ward_8,1.3.9.3.8
Nepal.PN3.Nukuwot.Kispang RM,1.3.9.4
Nepal.PN3.Nukuwot.Kispang RM.Ward_1,1.3.9.4.1
Nepal.PN3.Nukuwot.Kispang RM.Ward_2,1.3.9.4.2
Nepal.PN3.Nukuwot.Kispang RM.Ward_3,1.3.9.4.3
Nepal.PN3.Nukuwot.Kispang RM.Ward_4,1.3.9.4.4
Nepal.PN3.Nukuwot.Kispang RM.Ward_5,1.3.9.4.5
Nepal.PN3.Nukuwot.Tadi RM,1.3.9.5
Nepal.PN3.Nukuwot.Tadi RM.Ward_1,1.3.9.5.1
Nepal.PN3.Nukuwot.Tadi RM.Ward_2,1.3.9.5.2
Nepal.PN3.Nukuwot.Tadi RM.Ward_3,1.3.9.5.3
Nepal.PN3.Nukuwot.Tadi RM.Ward_4,1.3.9.5.4
Nepal.PN3.Nukuwot.Tadi RM.Ward_5,1.3.9.5.5
Nepal.PN3.Nukuwot.Tadi RM.Ward_6,1.3.9.5.6
Nepal.PN3.Nukuwot.Tarkeshwor RM,1.3.9.6
Nepal.PN3.Nukuwot.Tarkeshwor RM.Ward_1,1.3.9.6.1
Nepal.PN3.Nukuwot.Tarkeshwor RM.Ward_2,1.3.9.6.2
Nepal.PN3.Nukuwot.Tarkeshwor RM.Ward_3,1.3.9.6.3
Nepal.PN3.Nukuwot.Tarkeshwor RM.Ward_4,1.3.9.6.4
Nepal.PN3.Nukuwot.Tarkeshwor RM.Ward_5,1.3.9.6.5
Nepal.PN3.Nukuwot.Tarkeshwor RM.Ward_6,1.3.9.6.6
Nepal.PN3.Nukuwot.Dupcheshwor RM,1.3.9.7
Nepal.PN3.Nukuwot.Dupcheshwor RM.Ward_1,1.3.9.7.1
Nepal.PN3.Nukuwot.Dupcheshwor RM.Ward_2,1.3.9.7.2
Nepal.PN3.Nukuwot.Dupcheshwor RM.Ward_3,1.3.9.7.3
Nepal.PN3.Nukuwot.Dupcheshwor RM.Ward_4,1.3.9.7.4
Nepal.PN3.Nukuwot.Dupcheshwor RM.Ward_5,1.3.9.7.5
Nepal.PN3.Nukuwot.Dupcheshwor RM.Ward_6,1.3.9.7.6
Nepal.PN3.Nukuwot.Dupcheshwor RM.Ward_7,1.3.9.7.7
Nepal.PN3.Nukuwot.PanchaKanya RM,1.3.9.8
Nepal.PN3.Nukuwot.PanchaKanya RM.Ward_1,1.3.9.8.1
Nepal.PN3.Nukuwot.PanchaKanya RM.Ward_2,1.3.9.8.2
Nepal.PN3.Nukuwot.PanchaKanya RM.Ward_3,1.3.9.8.3
Nepal.PN3.Nukuwot.PanchaKanya RM.Ward_4,1.3.9.8.4
Nepal.PN3.Nukuwot.PanchaKanya RM.Ward_5,1.3.9.8.5
Nepal.PN3.Nukuwot.Likhu RM,1.3.9.9
Nepal.PN3.Nukuwot.Likhu RM.Ward_1,1.3.9.9.1
Nepal.PN3.Nukuwot.Likhu RM.Ward_2,1.3.9.9.2
Nepal.PN3.Nukuwot.Likhu RM.Ward_3,1.3.9.9.3
Nepal.PN3.Nukuwot.Likhu RM.Ward_4,1.3.9.9.4
Nepal.PN3.Nukuwot.Likhu RM.Ward_5,1.3.9.9.5
Nepal.PN3.Nukuwot.Likhu RM.Ward_6,1.3.9.9.6
Nepal.PN3.Nukuwot.Meghang RM,1.3.9.10
Nepal.PN3.Nukuwot.Meghang RM.Ward_1,1.3.9.10.1
Nepal.PN3.Nukuwot.Meghang RM.Ward_2,1.3.9.10.2
Nepal.PN3.Nukuwot.Meghang RM.Ward_3,1.3.9.10.3
Nepal.PN3.Nukuwot.Meghang RM.Ward_4,1.3.9.10.4
Nepal.PN3.Nukuwot.Meghang RM.Ward_5,1.3.9.10.5
Nepal.PN3.Nukuwot.Meghang RM.Ward_6,1.3.9.10.6
Nepal.PN3.Nukuwot.Shivpuri RM,1.3.9.11
Nepal.PN3.Nukuwot.Shivpuri RM.Ward_1,1.3.9.11.1
Nepal.PN3.Nukuwot.Shivpuri RM.Ward_2,1.3.9.11.2
Nepal.PN3.Nukuwot.Shivpuri RM.Ward_3,1.3.9.11.3
Nepal.PN3.Nukuwot.Shivpuri RM.Ward_4,1.3.9.11.4
Nepal.PN3.Nukuwot.Shivpuri RM.Ward_5,1.3.9.11.5
Nepal.PN3.Nukuwot.Shivpuri RM.Ward_6,1.3.9.11.6
Nepal.PN3.Nukuwot.Shivpuri RM.Ward_7,1.3.9.11.7
Nepal.PN3.Nukuwot.Shivpuri RM.Ward_8,1.3.9.11.8
Nepal.PN3.Nukuwot.Surya Gadhi RM,1.3.9.12
Nepal.PN3.Nukuwot.Surya Gadhi RM.Ward_1,1.3.9.12.1
Nepal.PN3.Nukuwot.Surya Gadhi RM.Ward_2,1.3.9.12.2
Nepal.PN3.Nukuwot.Surya Gadhi RM.Ward_3,1.3.9.12.3
Nepal.PN3.Nukuwot.Surya Gadhi RM.Ward_4,1.3.9.12.4
Nepal.PN3.Nukuwot.Surya Gadhi RM.Ward_5,1.3.9.12.5
Nepal.PN3.Ramechaap,1.3.10
Nepal.PN3.Ramechaap.Manthali MCP,1.3.10.1
Nepal.PN3.Ramechaap.Manthali MCP.Ward_1,1.3.10.1.1
Nepal.PN3.Ramechaap.Manthali MCP.Ward_2,1.3.10.1.2
Nepal.PN3.Ramechaap.Manthali MCP.Ward_3,1.3.10.1.3
Nepal.PN3.Ramechaap.Manthali MCP.Ward_4,1.3.10.1.4
Nepal.PN3.Ramechaap.Manthali MCP.Ward_5,1.3.10.1.5
Nepal.PN3.Ramechaap.Manthali MCP.Ward_6,1.3.10.1.6
Nepal.PN3.Ramechaap.Manthali MCP.Ward_7,1.3.10.1.7
Nepal.PN3.Ramechaap.Manthali MCP.Ward_8,1.3.10.1.8
Nepal.PN3.Ramechaap.Manthali MCP.Ward_9,1.3.10.1.9
Nepal.PN3.Ramechaap.Manthali MCP.Ward_10,1.3.10.1.10
Nepal.PN3.Ramechaap.Manthali MCP.Ward_11,1.3.10.1.11
Nepal.PN3.Ramechaap.Manthali MCP.Ward_12,1.3.10.1.12
Nepal.PN3.Ramechaap.Manthali MCP.Ward_13,1.3.10.1.13
Nepal.PN3.Ramechaap.Manthali MCP.Ward_14,1.3.10.1.14
Nepal.PN3.Ramechaap.Ramechhap MCP,1.3.10.2
Nepal.PN3.Ramechaap.Ramechhap MCP.Ward_1,1.3.10.2.1
Nepal.PN3.Ramechaap.Ramechhap MCP.Ward_2,1.3.10.2.2
Nepal.PN3.Ramechaap.Ramechhap MCP.Ward_3,1.3.10.2.3
Nepal.PN3.Ramechaap.Ramechhap MCP.Ward_4,1.3.10.2.4
Nepal.PN3.Ramechaap.Ramechhap MCP.Ward_5,1.3.10.2.5
Nepal.PN3.Ramechaap.Ramechhap MCP.Ward_6,1.3.10.2.6
Nepal.PN3.Ramechaap.Ramechhap MCP.Ward_7,1.3.10.2.7
Nepal.PN3.Ramechaap.Ramechhap MCP.Ward_8,1.3.10.2.8
Nepal.PN3.Ramechaap.Ramechhap MCP.Ward_9,1.3.10.2.9
Nepal.PN3.Ramechaap.Umakunda RM,1.3.10.3
Nepal.PN3.Ramechaap.Umakunda RM.Ward_1,1.3.10.3.1
Nepal.PN3.Ramechaap.Umakunda RM.Ward_2,1.3.10.3.2
Nepal.PN3.Ramechaap.Umakunda RM.Ward_3,1.3.10.3.3
Nepal.PN3.Ramechaap.Umakunda RM.Ward_4,1.3.10.3.4
Nepal.PN3.Ramechaap.Umakunda RM.Ward_5,1.3.10.3.5
Nepal.PN3.Ramechaap.Umakunda RM.Ward_6,1.3.10.3.6
Nepal.PN3.Ramechaap.Umakunda RM.Ward_7,1.3.10.3.7
Nepal.PN3.Ramechaap.KhandaDevi RM,1.3.10.4
Nepal.PN3.Ramechaap.KhandaDevi RM.Ward_1,1.3.10.4.1
Nepal.PN3.Ramechaap.KhandaDevi RM.Ward_2,1.3.10.4.2
Nepal.PN3.Ramechaap.KhandaDevi RM.Ward_3,1.3.10.4.3
Nepal.PN3.Ramechaap.KhandaDevi RM.Ward_4,1.3.10.4.4
Nepal.PN3.Ramechaap.KhandaDevi RM.Ward_5,1.3.10.4.5
Nepal.PN3.Ramechaap.KhandaDevi RM.Ward_6,1.3.10.4.6
Nepal.PN3.Ramechaap.KhandaDevi RM.Ward_7,1.3.10.4.7
Nepal.PN3.Ramechaap.KhandaDevi RM.Ward_8,1.3.10.4.8
Nepal.PN3.Ramechaap.KhandaDevi RM.Ward_9,1.3.10.4.9
Nepal.PN3.Ramechaap.Gokul Ganga RM,1.3.10.5
Nepal.PN3.Ramechaap.Gokul Ganga RM.Ward_1,1.3.10.5.1
Nepal.PN3.Ramechaap.Gokul Ganga RM.Ward_2,1.3.10.5.2
Nepal.PN3.Ramechaap.Gokul Ganga RM.Ward_3,1.3.10.5.3
Nepal.PN3.Ramechaap.Gokul Ganga RM.Ward_4,1.3.10.5.4
Nepal.PN3.Ramechaap.Gokul Ganga RM.Ward_5,1.3.10.5.5
Nepal.PN3.Ramechaap.Gokul Ganga RM.Ward_6,1.3.10.5.6
Nepal.PN3.Ramechaap.Doramba RM,1.3.10.6
Nepal.PN3.Ramechaap.Doramba RM.Ward_1,1.3.10.6.1
Nepal.PN3.Ramechaap.Doramba RM.Ward_2,1.3.10.6.2
Nepal.PN3.Ramechaap.Doramba RM.Ward_3,1.3.10.6.3
Nepal.PN3.Ramechaap.Doramba RM.Ward_4,1.3.10.6.4
Nepal.PN3.Ramechaap.Doramba RM.Ward_5,1.3.10.6.5
Nepal.PN3.Ramechaap.Doramba RM.Ward_6,1.3.10.6.6
Nepal.PN3.Ramechaap.Doramba RM.Ward_7,1.3.10.6.7
Nepal.PN3.Ramechaap.Likhu RM,1.3.10.7
